taxon_name,family_common_name,taxon_scientific_name,family_scientific_name,order,population,status
Papuan Spine-tailed Swift,Swifts and Swiftlets,Mearnsia novaeguineae,Apodidae,Caprimulgiformes,Vagrant,Vagrant
New Zealand Storm-Petrel,Southern Storm-Petrels,Fregetta maoriana,Oceanitidae,Procellariformes,Vagrant,Vagrant
Polynesian Storm-Petrel,Southern Storm-Petrels,Nesofregetta fuliginosa,Oceanitidae,Procellariformes,Vagrant,Vagrant
Matsudaira's Storm-Petrel,Northern Storm-Petrels,Hydrobates matsudairae,Hydrobatidae,Procellariformes,Non-breeding,Vulnerable
Leach's Storm-Petrel,Northern Storm-Petrels,Hydrobates leucorhoa,Hydrobatidae,Procellariformes,Vagrant,Vagrant
Swinhoe's Storm-Petrel,Northern Storm-Petrels,Hydrobates monorhis,Hydrobatidae,Procellariformes,Non-breeding,Least concern
Tristram's Storm-Petrel,Northern Storm-Petrels,Hydrobates tristrami,Hydrobatidae,Procellariformes,Vagrant,Vagrant
Laysan Albatross,Albatrosses,Phoebastria immutabilis,Diomedeidae,Procellariformes,Vagrant,Vagrant
Atlantic Yellow-nosed Albatross,Albatrosses,Thalassarche chlororhynchos,Diomedeidae,Procellariformes,Vagrant,Vagrant
Antarctic Petrel,Petrels and Shearwaters,Thalassoica antarctica,Procellariidae,Procellariformes,Vagrant,Vagrant
Snow Petrel,Petrels and Shearwaters,Pagodroma nivea,Procellariidae,Procellariformes,Vagrant,Vagrant
Stejneger's Petrel,Petrels and Shearwaters,Pterodroma longirostris,Procellariidae,Procellariformes,Vagrant,Vagrant
Barau's Petrel,Petrels and Shearwaters,Pterodroma baraui,Procellariidae,Procellariformes,Vagrant,Vagrant
Juan Fernandez Petrel,Petrels and Shearwaters,Pterodroma externa,Procellariidae,Procellariformes,Vagrant,Vagrant
Atlantic Petrel,Petrels and Shearwaters,Pterodroma incerta,Procellariidae,Procellariformes,Vagrant,Vagrant
Great Shearwater,Petrels and Shearwaters,Ardenna gravis,Procellariidae,Procellariformes,Vagrant,Vagrant
Pink-footed Shearwater,Petrels and Shearwaters,Ardenna creatopus,Procellariidae,Procellariformes,Vagrant,Vagrant
Newell's Shearwater,Petrels and Shearwaters,Puffinus newelli,Procellariidae,Procellariformes,Vagrant,Vagrant
Manx Shearwater,Petrels and Shearwaters,Puffinus puffinus,Procellariidae,Procellariformes,Vagrant,Vagrant
Atlantic Manx Shearwater,Petrels and Shearwaters,Puffinus puffinus puffinus,Procellariidae,Procellariformes,Vagrant,Vagrant
Heinroth's Shearwater,Petrels and Shearwaters,Puffinus heinrothi,Procellariidae,Procellariformes,Vagrant,Vagrant
Tropical Shearwater,Petrels and Shearwaters,Puffinus bailloni,Procellariidae,Procellariformes,Vagrant,Vagrant
Jouanin's Petrel,Petrels and Shearwaters,Bulweria fallax,Procellariidae,Procellariformes,Vagrant,Vagrant
Red-billed Tropicbird,Tropicbirds,Phaethon aethereus,Phaethontidae,Phaetontiformes,Vagrant,Vagrant
Yellow Bittern,"Herons, Egrets and Bitterns",Ixobrychus sinensis,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Schrenck's Bittern,"Herons, Egrets and Bitterns",Ixobrychus eurhythmus,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Cinnamon Bittern,"Herons, Egrets and Bitterns",Ixobrychus cinnamomeus,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Japanese Night-Heron,"Herons, Egrets and Bitterns",Gorsachius goisagi,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Malayan Night-Heron,"Herons, Egrets and Bitterns",Gorsachius melanolophus,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Black-crowned Night-Heron,"Herons, Egrets and Bitterns",Nycticorax nycticorax,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Chinese Pond Heron,"Herons, Egrets and Bitterns",Ardeola bacchus,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Javan Pond Heron,"Herons, Egrets and Bitterns",Ardeola speciosa,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Grey Heron,"Herons, Egrets and Bitterns",Ardea cinerea,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Purple Heron,"Herons, Egrets and Bitterns",Ardea purpurea,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Western Reef Egret,"Herons, Egrets and Bitterns",Egretta gularis,Ardeidae,Pelecaniformes,Vagrant,Vagrant
Oriental Honey-buzzard,"Eagles, Kites, Goshawks",Pernis ptilorynchus,Accipitridae,Accipitriformes,Vagrant,Vagrant
Chinese Goshawk,"Eagles, Kites, Goshawks",Accipiter soloensis,Accipitridae,Accipitriformes,Vagrant,Vagrant
Japanese Sparrowhawk,"Eagles, Kites, Goshawks",Accipiter gularis,Accipitridae,Accipitriformes,Vagrant,Vagrant
Eurasian Hobby,Falcons,Falco subbuteo,Falconidae,Falconiformes,Vagrant,Vagrant
Red-legged Crake,"Crakes, Rails and Swamphens",Rallina fasciata,Rallidae,Gruiformes,Vagrant,Vagrant
Corncrake,"Crakes, Rails and Swamphens",Crex crex,Rallidae,Gruiformes,Vagrant,Vagrant
Ruddy-breasted Crake,"Crakes, Rails and Swamphens",Zapornia fusca,Rallidae,Gruiformes,Vagrant,Vagrant
Watercock,"Crakes, Rails and Swamphens",Gallicrex cinerea,Rallidae,Gruiformes,Vagrant,Vagrant
Common Moorhen,"Crakes, Rails and Swamphens",Gallinula chloropus,Rallidae,Gruiformes,Vagrant,Vagrant
American Golden Plover,"Plovers, Dotterel and Lapwings",Pluvialis dominica,Charadriidae,Charadriiformes,Vagrant,Vagrant
Semipalmated Plover,"Plovers, Dotterel and Lapwings",Charadrius semipalmatus,Charadriidae,Charadriiformes,Vagrant,Vagrant
Kentish Plover,"Plovers, Dotterel and Lapwings",Charadrius alexandrinus,Charadriidae,Charadriiformes,Vagrant,Vagrant
Caspian Plover,"Plovers, Dotterel and Lapwings",Charadrius asiaticus,Charadriidae,Charadriiformes,Vagrant,Vagrant
Grey-headed Lapwing,"Plovers, Dotterel and Lapwings",Vanellus cinereus,Charadriidae,Charadriiformes,Vagrant,Vagrant
Pheasant-tailed Jacana,Jacanas,Hydrophasianus chirurgus,Jacanidae,Charadriiformes,Vagrant,Vagrant
Upland Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Bartramia longicauda,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Eurasian Curlew,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Numenius arquata,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Hudsonian Godwit,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Limosa haemastica,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Stilt Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris himantopus,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Dunlin,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris alpina,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Baird's Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris bairdii,Scolopacidae,Charadriiformes,Vagrant,Vagrant
White-rumped Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris fuscicollis,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Buff-breasted Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Calidris subruficollis,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Short-billed Dowitcher,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Limnodromus griseus,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Green Sandpiper,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa ochropus,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Lesser Yellowlegs,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa flavipes,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Spotted Redshank,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa erythropus,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Nordmann's Greenshank,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Tringa guttifer,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Wilson's Phalarope,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Steganopus tricolor,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Grey Phalarope,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Phalaropus fulicarius,Scolopacidae,Charadriiformes,Vagrant,Vagrant
Sabine's Gull,"Gulls, Terns and Noddies",Xema sabini,Laridae,Charadriiformes,Vagrant,Vagrant
Black-headed Gull,"Gulls, Terns and Noddies",Chroicocephalus ridibundus,Laridae,Charadriiformes,Vagrant,Vagrant
Laughing Gull,"Gulls, Terns and Noddies",Leucophaeus atricilla,Laridae,Charadriiformes,Vagrant,Vagrant
Franklin's Gull,"Gulls, Terns and Noddies",Leucophaeus pipixcan,Laridae,Charadriiformes,Vagrant,Vagrant
Black-tailed Gull,"Gulls, Terns and Noddies",Larus crassirostris,Laridae,Charadriiformes,Vagrant,Vagrant
Mew Gull,"Gulls, Terns and Noddies",Larus canus,Laridae,Charadriiformes,Vagrant,Vagrant
Lesser Black-backed Gull,"Gulls, Terns and Noddies",Larus fuscus,Laridae,Charadriiformes,Vagrant,Vagrant
Slaty-backed Gull,"Gulls, Terns and Noddies",Larus schistisagus,Laridae,Charadriiformes,Vagrant,Vagrant
Saunders's Tern,"Gulls, Terns and Noddies",Sternula saundersi,Laridae,Charadriiformes,Vagrant,Vagrant
Black Tern,"Gulls, Terns and Noddies",Chlidonias niger,Laridae,Charadriiformes,Vagrant,Vagrant
Lesser Coucal,Cuckoos,Centropus bengalensis,Cuculidae,Cuculiformes,Vagrant,Vagrant
Large Hawk-Cuckoo,Cuckoos,Hierococcyx sparverioides,Cuculidae,Cuculiformes,Vagrant,Vagrant
Whistling Hawk-cuckoo,Cuckoos,Hierococcyx nisicolor,Cuculidae,Cuculiformes,Vagrant,Vagrant
Northern Boobook,Hawk-Owls,Ninox japonica,Strigidae,Strigiformes,Vagrant,Vagrant
Oriental Scops-owl,Hawk-Owls,Otus sunia,Strigidae,Strigiformes,Vagrant,Vagrant
Buffy Fish-Owl,Hawk-Owls,Ketupu ketupu,Strigidae,Strigiformes,Vagrant,Vagrant
Eurasian Hoopoe,Hoopoes,Upupa epops,Upupidae,Bucerotiformes,Vagrant,Vagrant
Common Kingfisher,Kingfishers,Alcedo atthis,Alcedinidae,Coraciiformes,Vagrant,Vagrant
Black-capped Kingfisher,Kingfishers,Halcyon pileata,Alcedinidae,Coraciiformes,Vagrant,Vagrant
Little Paradise-Kingfisher,Kingfishers,Tanysiptera hydrocharis,Alcedinidae,Coraciiformes,Vagrant,Vagrant
European Roller,Rollers,Coracias garrulus,Coraciidae,Coraciiformes,Vagrant,Vagrant
Blue-winged Pitta,Pittas,Pitta moluccensis,Pittidae,Passeriformes,Vagrant,Vagrant
Fairy Pitta,Pittas,Pitta nympha,Pittidae,Passeriformes,Vagrant,Vagrant
Hooded Pitta,Pittas,Pitta sordida,Pittidae,Passeriformes,Vagrant,Vagrant
Black-billed Magpie,Crows and Ravens,Pica pica,Corvidae,Passeriformes,Vagrant,Vagrant
House Crow,Crows and Ravens,Corvus splendens,Corvidae,Passeriformes,Vagrant,Vagrant
Tiger Shrike,Shrikes,Lanius tigrinus,Laniidae,Passeriformes,Vagrant,Vagrant
Brown Shrike,Shrikes,Lanius cristatus,Laniidae,Passeriformes,Vagrant,Vagrant
Island Monarch,Monarch and Flycatchers,Monarcha cinerascens,Monarchidae,Passeriformes,Vagrant,Vagrant
Pallas's Grasshopper-Warbler,Grassbirds,Locustella certhiola,Locustellidae,Passeriformes,Vagrant,Vagrant
Middendorff's Grasshopper-Warbler,Grassbirds,Locustella ochotensis,Locustellidae,Passeriformes,Vagrant,Vagrant
Siberian Thrush,Thrushes,Geokichla sibirica,Turdidae,Passeriformes,Vagrant,Vagrant
Eyebrowed Thrush,Thrushes,Turdus obscurus,Turdidae,Passeriformes,Vagrant,Vagrant
Rosy Starling,Starlings,Pastor roseus,Sturnidae,Passeriformes,Vagrant,Vagrant
Purple-backed Starling,Starlings,Agropsar sturninus,Sturnidae,Passeriformes,Vagrant,Vagrant
Chestnut-cheeked Starling,Starlings,Agropsar philippensis,Sturnidae,Passeriformes,Vagrant,Vagrant
Pale-headed Munia,Weaver Finches,Lonchura pallida,Estrildidae,Passeriformes,Vagrant,Vagrant
Forest Wagtail,Pipits and Wagtails,Dendronanthus indicus,Motacillidae,Passeriformes,Vagrant,Vagrant
Pechora Pipit,Pipits and Wagtails,Anthus gustavi,Motacillidae,Passeriformes,Vagrant,Vagrant
Red-throated Pipit,Pipits and Wagtails,Anthus cervinus,Motacillidae,Passeriformes,Vagrant,Vagrant
Citrine Wagtail,Pipits and Wagtails,Motacilla citreola,Motacillidae,Passeriformes,Vagrant,Vagrant
Greater Flamingo,Flamingoes,Phoenicopterus roseus,Phoenicopteridae,Podicepiformes,Vagrant,Vagrant
Dusky Warbler,Leaf Warblers,Phylloscopus fuscatus,Phylloscopidae,Passeriformes,Vagrant,Vagrant
Arctic Warbler,Leaf Warblers,Sericercus borealis,Phylloscopidae,Passeriformes,Vagrant,Vagrant
Grey-streaked Flycatcher,Old world flycatchers,Muscicapa griseisticta,Muscicapidae,Passeriformes,Vagrant,Vagrant
Dark-sided Flycatcher,Old world flycatchers,Muscicapa sibirica,Muscicapidae,Passeriformes,Vagrant,Vagrant
Asian Brown Flycatcher,Old world flycatchers,Muscicapa dauurica,Muscicapidae,Passeriformes,Vagrant,Vagrant
Blue-and-White Flycatcher,Old world flycatchers,Cyanoptila cyanomelana,Muscicapidae,Passeriformes,Vagrant,Vagrant
Mugimaki Flycatcher,Old world flycatchers,Ficedula mugimaki,Muscicapidae,Passeriformes,Vagrant,Vagrant
Narcissus Flycatcher,Old world flycatchers,Ficedula narcissina,Muscicapidae,Passeriformes,Vagrant,Vagrant
Blue Rock-Thrush,Old world flycatchers,Monticola solitarius,Muscicapidae,Passeriformes,Vagrant,Vagrant
Siberian Blue Robin,Old world flycatchers,Luscinia cyane,Muscicapidae,Passeriformes,Vagrant,Vagrant
Isabelline Wheatear,Old world flycatchers,Oenanthe isabellina,Muscicapidae,Passeriformes,Vagrant,Vagrant
Emperor Penguin,Penguins,Aptenodytes forsteri,Spheniscidae,Sphenisciformes,Vagrant,Vagrant
Imperial Shag,Cormorants and Shags,Phalacrocorax atriceps,Phalacrocoracidae,Pelecaniformes,Australian,Near threatened
Australian Pacific Baza,"Eagles, Kites, Goshawks",Aviceda subcristata subcristata,Accipitridae,Accipitriformes,Endemic,Least concern
Asian Koel,Cuckoos,Eudynamys scolopaceus,Cuculidae,Cuculiformes,Vagrant,Least concern
Australian Eastern Grass Owl,Masked Owls,Tyto longimembris longimembris,Tytonidae,Strigiformes,Endemic,Least concern
Lesser Sooty Owl,Masked Owls,Tyto multipunctata,Tytonidae,Strigiformes,Endemic,Least concern
Kimberley Variegated Fairy-wren,"Fairy-wrens, Emu-wrens and Grasswrens",Malurus lamberti rogersi,Maluridae,Passeriformes,Endemic,Least concern
Mallee Striated Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis striatus striatus,Maluridae,Passeriformes,Endemic,Pending
South-western Australian Pipit,Pipits and Wagtails,Anthus novaeseelandiae bilbali,Motacillidae,Passeriformes,Endemic,Least concern
Papuan Spangled Drongo,Drongos,Dicrurus bracteatus carbonarius,Dicruridae,Passeriformes,Australian,Least concern
New Caledonian Tahiti Petrel,Petrels and Shearwaters,Pseudobulweria rostrata trouessarti,Procellariidae,Procellariformes,Non-breeding,Near threatened
Torresian Red-bellied Pitta,Pittas,Pitta erythrogaster digglesi,Pittidae,Passeriformes,Australian,Least concern
Grey Range Thick-billed Grasswren,"Fairy-wrens, Emu-wrens and Grasswrens",Amytornis modestus obscurior,Maluridae,Passeriformes,Endemic,Critically endangered
Inland Yellow-throated Miner,Honeyeaters and Chats,Manorina flavigula wayensis,Meliphagidae,Passeriformes,Endemic,Least concern
South-eastern White-bellied Cuckoo-shrike,Cuckoo-shrikes and Trillers,Coracina papuensis robusta,Campephagidae,Passeriformes,Endemic,Least concern
Pilbara White-breasted Whistler,"Whistlers, Shrike-thrushes and allies",Pachycephala lanioides carnarvoni,Pachycephalidae,Passeriformes,Endemic,Least concern
Top End White-breasted Whistler,"Whistlers, Shrike-thrushes and allies",Pachycephala lanioides fretorum,Pachycephalidae,Passeriformes,Endemic,Least concern
Kimberley White-breasted Whistler,"Whistlers, Shrike-thrushes and allies",Pachycephala lanioides lanioides,Pachycephalidae,Passeriformes,Endemic,Least concern
South-eastern Golden Whistler,"Whistlers, Shrike-thrushes and allies",Pachycephala pectoralis youngi,Pachycephalidae,Passeriformes,Endemic,Least concern
Southern Victoria Australian Magpie,"Woodswallows, Currawongs, Butcherbirds and Magpie",Gymnorhina tibicen tyrannica,Artamidae,Passeriformes,Endemic,Least concern
Cape York Black-backed Butcherbird,"Woodswallows, Currawongs, Butcherbirds and Magpie",Cracticus mentalis kempi,Artamidae,Passeriformes,Endemic,Least concern
South-eastern Silvereye,True Babblers,Zosterops lateralis westernensis,Zosteropidae,Passeriformes,Endemic,Least concern
Eastern Ostrich,Ostriches,Struthio camelus massaicus,Struthionidae,Struthioniformes,Introduced,Introduced
Australian Southern Cassowary,Emus and Cassowaries,Casuarius casuarius johnsonii,Casuariidae,Struthioniformes,Endemic,Vulnerable
Mainland Emu,Emus and Cassowaries,Dromaius novaehollandiae novaehollandiae,Casuariidae,Struthioniformes,Endemic,Least concern
Southern Australian Brush-turkey,Megapodes,Alectura lathami lathami,Megapodiidae,Galliformes,Endemic,Least concern
Cape York Australian Brush-turkey,Megapodes,Alectura lathami purpureicollis,Megapodiidae,Galliformes,Endemic,Least concern
Southern Queensland Orange-footed Scrubfowl,Megapodes,Megapodius reinwardt castanonotus,Megapodiidae,Galliformes,Endemic,Least concern
Papuan Orange-footed Scrubfowl,Megapodes,Megapodius reinwardt reinwardt,Megapodiidae,Galliformes,Australian,Least concern
Western Orange-footed Scrubfowl,Megapodes,Megapodius reinwardt tumulus,Megapodiidae,Galliformes,Endemic,Least concern
Cape York Orange-footed Scrubfowl,Megapodes,Megapodius reinwardt yorki,Megapodiidae,Galliformes,Endemic,Least concern
Cape York Orange-footed Scrubfowl,Megapodes,Megapodius reinwardt yorki,Megapodiidae,Galliformes,Endemic,Least concern
Mainland Brown Quail,Pheasants and Quail,Synoicus ypsilophora australis,Phasianidae,Galliformes,Endemic,Least concern
Tasmanian Brown Quail,Pheasants and Quail,Synoicus ypsilophora ypsilophora,Phasianidae,Galliformes,Endemic,Least concern
Western King Quail,Pheasants and Quail,Synoicus chinensis colletti,Phasianidae,Galliformes,Endemic,Least concern
Eastern King Quail,Pheasants and Quail,Synoicus chinensis victoriae,Phasianidae,Galliformes,Endemic,Least concern
Western California Quail,New World Quail,Callipepla californica brunnescens,Odontophoridae,Galliformes,Introduced,Introduced
Common Pheasant (ssp.),Pheasants and Quail,Phasianus colchicus ssp.,Phasianidae,Galliformes,Introduced,Introduced
South Mexican Wild Turkey,Pheasants and Quail,Meleagris gallopavo gallopavo,Phasianidae,Galliformes,Introduced,Introduced
Torresian Wandering Whistling-Duck,"Ducks, Geese and Swans",Dendrocygna arcuata australis,Anatidae,Anseriformes,Australian,Least concern
